origen,experimento,seed,dataset,ssl_method,use_semi,arch,backbone,pool,fraccion_etiquetas,lambda_u,tau,ema_decay,semi_start_epoch,best_epoch,epocas_corridas,early_stopped,val_f1_global,test_f1_mean,test_f1_std,test_f1_global,test_iou_mean,test_bf1_mean,test_assd_px,test_hd95_px,c2c4_err_px
runs_inca_final_v1,mean_teacher_inca_r10_patient50,2,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_r10,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_50/stems.txt,0.05,0.95,0.99,7,11,51,True,0.8893582523225757,0.8985978960990906,0.0544845387339592,0.9000814183406277,0.8199391961097717,0.9643,1.376,5.9273,
runs_inca_final_v1,mean_teacher_inca_r15,0,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_r15,,0.05,0.95,0.99,7,37,77,True,0.9003007116199377,0.909831166267395,0.053621239960193634,0.9102168448622828,0.8386116623878479,0.9759,1.0441,4.5812,
runs_inca_final_v1,mean_teacher_inca_r15,1,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_r15,,0.05,0.95,0.99,7,31,71,True,0.8960552969961452,0.9056547284126282,0.057641346007585526,0.906343067767888,0.8321517705917358,0.968,1.1732,5.4061,
runs_inca_final_v1,mean_teacher_inca_r15,2,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_r15,,0.05,0.95,0.99,7,16,56,True,0.8985730308799523,0.9028499722480774,0.0538896843791008,0.9035622610928664,0.8269638419151306,0.9637,1.406,7.1533,
runs_inca_final_v1,mean_teacher_inca_r20,0,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_r20,,0.05,0.95,0.99,7,29,69,True,0.8990524291366496,0.9073270559310913,0.05501631647348404,0.908748039379361,0.8346155881881714,0.9724,1.0945,4.7681,
runs_inca_final_v1,mean_teacher_inca_r20,1,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_r20,,0.05,0.95,0.99,7,47,87,True,0.897401486204421,0.9023932814598083,0.05820361524820328,0.9031001880743648,0.8267942667007446,0.9658,1.2009,5.4284,
runs_inca_final_v1,mean_teacher_inca_r20,2,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_r20,,0.05,0.95,0.99,7,21,61,True,0.8974829931971462,0.909891664981842,0.053726933896541595,0.9107406564021528,0.8387295603752136,0.9723,1.1139,4.4939,
runs_inca_final_v1,mean_teacher_inca_r20_patient10,0,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_r20,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_10/stems.txt,0.05,0.95,0.99,7,25,65,True,0.8390964812435192,0.860628604888916,0.06217682734131813,0.8624462794385475,0.7603229880332947,0.9328,2.957,16.2678,
runs_inca_final_v1,mean_teacher_inca_r20_patient10,1,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_r20,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_10/stems.txt,0.05,0.95,0.99,7,19,59,True,0.8390456666024133,0.856326699256897,0.05303671211004257,0.8578945078846266,0.7522801160812378,0.9406,2.0377,9.0316,
runs_inca_final_v1,mean_teacher_inca_r20_patient10,2,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_r20,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_10/stems.txt,0.05,0.95,0.99,7,20,60,True,0.8405643383658777,0.8503949046134949,0.057311560958623886,0.8522213137093647,0.7437893748283386,0.9208,3.7266,22.7984,
runs_inca_final_v1,mean_teacher_inca_r3,0,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_r3,,0.05,0.95,0.99,7,44,84,True,0.8965928673634265,0.9067250490188599,0.05626586079597473,0.9078855690340878,0.8337591886520386,0.971,1.1257,4.7675,
runs_inca_final_v1,mean_teacher_inca_r3,1,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_r3,,0.05,0.95,0.99,7,46,86,True,0.8971161077789446,0.9078472852706909,0.05451815947890282,0.9091777892418771,0.8354054093360901,0.9735,1.0958,4.5865,
runs_inca_final_v1,mean_teacher_inca_r3,2,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_r3,,0.05,0.95,0.99,7,17,57,True,0.8979441054108257,0.9095446467399597,0.05210323631763458,0.911192160068134,0.8379016518592834,0.9736,1.1143,4.6844,
runs_inca_final_v1,mean_teacher_inca_r3_patient10,0,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_r3,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_10/stems.txt,0.05,0.95,0.99,7,26,66,True,0.8441453893256397,0.8551802635192871,0.05277010425925255,0.8565709981264795,0.7505277395248413,0.9197,3.3221,22.3512,
runs_inca_final_v1,mean_teacher_inca_r3_patient10,1,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_r3,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_10/stems.txt,0.05,0.95,0.99,7,36,76,True,0.8162194844495254,0.8565607666969299,0.06108146160840988,0.8584472923517185,0.7538489699363708,0.9315,2.5439,13.6198,
runs_inca_final_v1,mean_teacher_inca_r3_patient10,2,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_r3,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_10/stems.txt,0.05,0.95,0.99,7,32,72,True,0.8459731127576113,0.868590772151947,0.0581551231443882,0.8709895101209877,0.7720621824264526,0.9469,1.8582,6.955,
runs_inca_final_v1,mean_teacher_inca_r5,0,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_r5,,0.05,0.95,0.99,7,7,47,True,0.8994294352234314,0.9026663899421692,0.053563687950372696,0.9035860873001036,0.8265464305877686,0.9684,1.1582,4.9888,
runs_inca_final_v1,mean_teacher_inca_r5,1,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_r5,,0.05,0.95,0.99,7,20,60,True,0.8973149295987218,0.9027040004730225,0.057707779109478,0.9043338196098798,0.8272852897644043,0.9637,1.3008,6.6816,
runs_inca_final_v1,mean_teacher_inca_r5,2,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_r5,,0.05,0.95,0.99,7,19,59,True,0.8991620918808294,0.9079920053482056,0.05309494212269783,0.9094147152727976,0.8354233503341675,0.9708,1.1288,4.9279,
runs_inca_final_v1,mean_teacher_inca_r7,0,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_r7,,0.05,0.95,0.99,7,17,57,True,0.8977267687830721,0.9016922116279602,0.05591552332043648,0.9019497841582964,0.8253084421157837,0.9616,1.625,9.3404,
runs_inca_final_v1,mean_teacher_inca_r7,1,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_r7,,0.05,0.95,0.99,7,23,63,True,0.8972024929009997,0.9082693457603455,0.05505167320370674,0.9092706406283243,0.8361430168151855,0.9702,1.1273,4.7831,
runs_inca_final_v1,mean_teacher_inca_r7,2,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_r7,,0.05,0.95,0.99,7,49,89,True,0.8977739573419593,0.8978460431098938,0.058843813836574554,0.899028224602733,0.8194181323051453,0.9636,1.4339,7.2563,
runs_inca_final_v1,mean_teacher_inca_std_matched_r10,0,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_random_r10,,0.05,0.95,0.99,7,33,73,True,0.9006998154074904,0.9069668650627136,0.05636392533779144,0.908717990237152,0.8341832160949707,0.9696,1.1256,5.0255,
runs_inca_final_v1,mean_teacher_inca_std_matched_r10,1,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_random_r10,,0.05,0.95,0.99,7,18,58,True,0.9002546184061381,0.9057981371879578,0.05685708671808243,0.9068259298181647,0.8323335647583008,0.9687,1.1812,5.5355,
runs_inca_final_v1,mean_teacher_inca_std_matched_r10,2,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_random_r10,,0.05,0.95,0.99,7,29,69,True,0.8986539555685551,0.9029582142829895,0.058806780725717545,0.9050800422566234,0.8278708457946777,0.9701,1.1559,5.4517,
runs_inca_final_v1,mean_teacher_inca_std_matched_r10_patient10,0,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_random_r10,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_10/stems.txt,0.05,0.95,0.99,7,34,74,True,0.8361121803516417,0.849888026714325,0.060544971376657486,0.8515895341902419,0.7435100674629211,0.9116,4.3097,26.4693,
runs_inca_final_v1,mean_teacher_inca_std_matched_r10_patient10,1,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_random_r10,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_10/stems.txt,0.05,0.95,0.99,7,21,61,True,0.8345058804118595,0.8538672924041748,0.052320342510938644,0.8557995685904055,0.7484312653541565,0.9314,3.226,20.1251,
runs_inca_final_v1,mean_teacher_inca_std_matched_r10_patient10,2,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_random_r10,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_10/stems.txt,0.05,0.95,0.99,7,83,123,True,0.8444896806215025,0.866788387298584,0.06161214038729668,0.8693338921976589,0.7697813510894775,0.9384,2.5731,14.3187,
runs_inca_final_v1,mean_teacher_inca_std_matched_r10_patient25,0,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_random_r10,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_25/stems.txt,0.05,0.95,0.99,7,20,60,True,0.8812945920792825,0.8908700942993164,0.04967522621154785,0.8915459611119263,0.806602954864502,0.9625,1.6127,6.7288,
runs_inca_final_v1,mean_teacher_inca_std_matched_r10_patient25,1,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_random_r10,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_25/stems.txt,0.05,0.95,0.99,7,79,119,True,0.8768787910240715,0.8879883885383606,0.05450717359781265,0.88911688957206,0.8025839924812317,0.9602,1.7127,8.8371,
runs_inca_final_v1,mean_teacher_inca_std_matched_r10_patient25,2,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_random_r10,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_25/stems.txt,0.05,0.95,0.99,7,59,99,True,0.879761702812689,0.8849254250526428,0.0596228763461113,0.886297850373033,0.7983846664428711,0.9534,1.9608,9.8707,
runs_inca_final_v1,mean_teacher_inca_std_matched_r10_patient50,0,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_random_r10,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_50/stems.txt,0.05,0.95,0.99,7,44,84,True,0.8904381562606614,0.894517183303833,0.05577734112739563,0.8953271299503079,0.8134620189666748,0.9626,1.252,5.5062,
runs_inca_final_v1,mean_teacher_inca_std_matched_r10_patient50,1,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_random_r10,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_50/stems.txt,0.05,0.95,0.99,7,19,59,True,0.8908197289157522,0.9007653594017029,0.05501778423786163,0.9022451231342364,0.8236013054847717,0.9691,1.2052,5.3435,
runs_inca_final_v1,mean_teacher_inca_std_matched_r10_patient50,2,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_random_r10,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_50/stems.txt,0.05,0.95,0.99,7,50,90,True,0.888570550028215,0.8955551385879517,0.057174503803253174,0.8961841805639771,0.8153560161590576,0.9636,1.2516,5.5999,
runs_inca_final_v1,mean_teacher_inca_std_matched_r15,0,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_random_r15,,0.05,0.95,0.99,7,26,66,True,0.899961462875032,0.9073097705841064,0.05566282942891121,0.9090526961549008,0.8346623778343201,0.971,1.2027,5.3953,
runs_inca_final_v1,mean_teacher_inca_std_matched_r15,1,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_random_r15,,0.05,0.95,0.99,7,26,66,True,0.8939029808397359,0.9049386978149414,0.05664604902267456,0.905204535616808,0.8307855129241943,0.9676,1.2023,5.138,
runs_inca_final_v1,mean_teacher_inca_std_matched_r15,2,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_random_r15,,0.05,0.95,0.99,7,16,56,True,0.8986481753868549,0.9079045057296753,0.054311808198690414,0.9086836726020928,0.8354423642158508,0.9675,1.3217,6.6974,
runs_inca_final_v1,mean_teacher_inca_std_matched_r20,0,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_random_r20,,0.05,0.95,0.99,7,28,68,True,0.8983086603861494,0.9038531184196472,0.055129993706941605,0.904418951592059,0.8287485837936401,0.9664,1.1773,5.1731,
runs_inca_final_v1,mean_teacher_inca_std_matched_r20,1,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_random_r20,,0.05,0.95,0.99,7,33,73,True,0.897676968687682,0.906498372554779,0.05760015919804573,0.9082371208339258,0.8335940837860107,0.9674,1.1721,5.3616,
runs_inca_final_v1,mean_teacher_inca_std_matched_r20,2,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_random_r20,,0.05,0.95,0.99,7,19,59,True,0.899417953981901,0.9074716567993164,0.05468025058507919,0.9086900254037237,0.8347477912902832,0.97,1.1696,5.0021,
runs_inca_final_v1,mean_teacher_inca_std_matched_r20_patient10,0,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_random_r20,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_10/stems.txt,0.05,0.95,0.99,7,32,72,True,0.8391618087478218,0.8618502020835876,0.0629531741142273,0.8634164216198502,0.7622949481010437,0.9343,2.5641,10.9702,
runs_inca_final_v1,mean_teacher_inca_std_matched_r20_patient10,1,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_random_r20,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_10/stems.txt,0.05,0.95,0.99,7,52,92,True,0.8415590279259472,0.8655680418014526,0.05553664267063141,0.8672549017422128,0.7669734358787537,0.9467,2.1196,10.099,
runs_inca_final_v1,mean_teacher_inca_std_matched_r20_patient10,2,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_random_r20,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_10/stems.txt,0.05,0.95,0.99,7,25,65,True,0.8430932220593303,0.8578774333000183,0.06436260789632797,0.860216877997892,0.7563439011573792,0.9353,2.2793,10.2489,
runs_inca_final_v1,mean_teacher_inca_std_matched_r3,0,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_random_r3,,0.05,0.95,0.99,7,46,86,True,0.8965573986307243,0.9041427373886108,0.0567593090236187,0.9058037997764878,0.8295608162879944,0.9705,1.1071,5.0487,
runs_inca_final_v1,mean_teacher_inca_std_matched_r3,1,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_random_r3,,0.05,0.95,0.99,7,54,94,True,0.897761273737229,0.9022745490074158,0.05871161073446274,0.9038486041348516,0.8267208933830261,0.9681,1.2313,6.2214,
runs_inca_final_v1,mean_teacher_inca_std_matched_r3,2,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_random_r3,,0.05,0.95,0.99,7,23,63,True,0.8951769673972628,0.9088351726531982,0.05562903732061386,0.9105588124042828,0.8372451066970825,0.9725,1.0953,4.9566,
runs_inca_final_v1,mean_teacher_inca_std_matched_r3_patient10,0,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_random_r3,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_10/stems.txt,0.05,0.95,0.99,7,37,77,True,0.8434269074484139,0.866725504398346,0.054737962782382965,0.8684287969472282,0.7686864137649536,0.9405,2.2215,9.7452,
runs_inca_final_v1,mean_teacher_inca_std_matched_r3_patient10,1,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_random_r3,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_10/stems.txt,0.05,0.95,0.99,7,54,94,True,0.8354444441107312,0.8639946579933167,0.05992681160569191,0.8659543381031614,0.7652701735496521,0.9342,2.8881,18.5002,
runs_inca_final_v1,mean_teacher_inca_std_matched_r3_patient10,2,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_random_r3,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_10/stems.txt,0.05,0.95,0.99,7,31,71,True,0.8478429947977204,0.8656055927276611,0.06353478878736496,0.8675033714956968,0.7681552171707153,0.9407,2.0535,9.2525,
runs_inca_final_v1,mean_teacher_inca_std_matched_r5,0,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_random_r5,,0.05,0.95,0.99,7,7,47,True,0.8991714730317736,0.9029176235198975,0.053365614265203476,0.9038066859399894,0.8269302248954773,0.9692,1.1525,4.9412,
runs_inca_final_v1,mean_teacher_inca_std_matched_r5,1,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_random_r5,,0.05,0.95,0.99,7,37,77,True,0.8978986785683765,0.9061704277992249,0.05684426426887512,0.9071343164606395,0.8329191207885742,0.9695,1.1451,5.1788,
runs_inca_final_v1,mean_teacher_inca_std_matched_r5,2,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_random_r5,,0.05,0.95,0.99,7,30,70,True,0.9001178211066768,0.9063004851341248,0.056512102484703064,0.907353465029455,0.8331093788146973,0.9705,1.1144,5.1087,
runs_inca_final_v1,mean_teacher_inca_std_matched_r7,0,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_random_r7,,0.05,0.95,0.99,7,28,68,True,0.9000538215486166,0.9084238409996033,0.053779248148202896,0.9094641243760243,0.8362830877304077,0.9715,1.083,4.7994,
runs_inca_final_v1,mean_teacher_inca_std_matched_r7,1,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_random_r7,,0.05,0.95,0.99,7,49,89,True,0.8972727004976148,0.9075794816017151,0.05475904420018196,0.9094956390347517,0.8349986672401428,0.973,1.0821,4.7585,
runs_inca_final_v1,mean_teacher_inca_std_matched_r7,2,inca,mean_teacher,True,unetpp,efficientnet-b3,unlabeled_random_r7,,0.05,0.95,0.99,7,30,70,True,0.8978859234347752,0.907895565032959,0.054857105016708374,0.9091044158849777,0.8355222344398499,0.9738,1.1289,4.6937,
runs_inca_final_v1,semi_inca_all_lateral,0,inca,pseudo_label,True,unetpp,efficientnet-b3,unlabeled_all,,0.05,0.95,0.99,7,46,86,True,0.8962448117931968,0.904019832611084,0.054727744311094284,0.9050099279681094,0.8290777802467346,0.9703,1.1459,4.8821,
runs_inca_final_v1,semi_inca_all_lateral,1,inca,pseudo_label,True,unetpp,efficientnet-b3,unlabeled_all,,0.05,0.95,0.99,7,55,95,True,0.8978235808582704,0.9045798778533936,0.053972553461790085,0.9049553776090661,0.8298767805099487,0.9699,1.1388,5.0557,
runs_inca_final_v1,semi_inca_all_lateral,2,inca,pseudo_label,True,unetpp,efficientnet-b3,unlabeled_all,,0.05,0.95,0.99,7,19,59,True,0.8962239774494383,0.9048269391059875,0.055385977029800415,0.9059099902484081,0.8304792046546936,0.9687,1.1621,5.0359,
runs_inca_final_v1,semi_inca_all_lateral_patient10,0,inca,pseudo_label,True,unetpp,efficientnet-b3,unlabeled_all,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_10/stems.txt,0.05,0.95,0.99,7,22,62,True,0.8306410968264311,0.8387365937232971,0.0541689433157444,0.8413005430472428,0.72580885887146,0.9168,3.8786,22.349,
runs_inca_final_v1,semi_inca_all_lateral_patient10,1,inca,pseudo_label,True,unetpp,efficientnet-b3,unlabeled_all,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_10/stems.txt,0.05,0.95,0.99,7,17,57,True,0.8138651641316124,0.8293617367744446,0.06420326232910156,0.8300360375205633,0.7133298516273499,0.8862,7.0224,50.4723,
runs_inca_final_v1,semi_inca_all_lateral_patient10,2,inca,pseudo_label,True,unetpp,efficientnet-b3,unlabeled_all,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_10/stems.txt,0.05,0.95,0.99,7,24,64,True,0.8298922329447054,0.8639401197433472,0.06719844788312912,0.8661429797960549,0.7661380767822266,0.9436,1.6219,6.6894,
runs_inca_final_v1,semi_inca_r10,0,inca,pseudo_label,True,unetpp,efficientnet-b3,unlabeled_r10,,0.05,0.95,0.99,7,62,102,True,0.8996757242254855,0.9008490443229675,0.057745397090911865,0.9020838395975336,0.8242063522338867,0.9646,1.2235,5.5783,
runs_inca_final_v1,semi_inca_r10,1,inca,pseudo_label,True,unetpp,efficientnet-b3,unlabeled_r10,,0.05,0.95,0.99,7,9,49,True,0.8981779843906829,0.9033283591270447,0.05196736380457878,0.9041764229693575,0.8274127244949341,0.973,1.2584,4.8974,
runs_inca_final_v1,semi_inca_r10,2,inca,pseudo_label,True,unetpp,efficientnet-b3,unlabeled_r10,,0.05,0.95,0.99,7,11,51,True,0.8963852418990128,0.9035418033599854,0.05543776974081993,0.904000831945724,0.8282893896102905,0.9663,1.4491,8.7534,
runs_inca_final_v1,semi_inca_r10_frac25,0,inca,pseudo_label,True,unetpp,efficientnet-b3,unlabeled_r10,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/frac_25/stems.txt,0.05,0.95,0.99,7,19,59,True,0.8907189129772547,0.8970561623573303,0.05519799143075943,0.8976158167616726,0.8174993991851807,0.9663,1.2533,5.5182,
runs_inca_final_v1,semi_inca_r10_frac25,1,inca,pseudo_label,True,unetpp,efficientnet-b3,unlabeled_r10,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/frac_25/stems.txt,0.05,0.95,0.99,7,29,69,True,0.889320923941926,0.8994917869567871,0.0600198432803154,0.8996587292283652,0.822206974029541,0.9692,1.2781,5.6368,
runs_inca_final_v1,semi_inca_r10_lambda1,0,inca,pseudo_label,True,unetpp,efficientnet-b3,unlabeled_r10,,1.0,0.95,0.99,7,9,49,True,0.895108943311346,0.9021106362342834,0.05268716812133789,0.9031399271046903,0.8255243897438049,0.9659,1.2068,5.4436,
runs_inca_final_v1,semi_inca_r10_lambda1,1,inca,pseudo_label,True,unetpp,efficientnet-b3,unlabeled_r10,,1.0,0.95,0.99,7,9,49,True,0.8971855709310879,0.9050447344779968,0.05086255073547363,0.9065276594021159,0.830122172832489,0.9733,1.1145,4.5695,
runs_inca_final_v1,semi_inca_r10_lambda1,2,inca,pseudo_label,True,unetpp,efficientnet-b3,unlabeled_r10,,1.0,0.95,0.99,7,7,47,True,0.896443589403128,0.9017142057418823,0.05417134612798691,0.9032242199331679,0.8250768780708313,0.9675,1.2101,5.3216,
runs_inca_final_v1,semi_inca_r10_patient10,0,inca,pseudo_label,True,unetpp,efficientnet-b3,unlabeled_r10,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_10/stems.txt,0.05,0.95,0.99,7,16,56,True,0.805652236824988,0.8503158688545227,0.05533992499113083,0.8518513999065007,0.7434347867965698,0.9286,3.3953,18.9912,
runs_inca_final_v1,semi_inca_r10_patient10,1,inca,pseudo_label,True,unetpp,efficientnet-b3,unlabeled_r10,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_10/stems.txt,0.05,0.95,0.99,7,34,74,True,0.835108177738684,0.8606244921684265,0.06183503568172455,0.86277615344054,0.7602586150169373,0.9336,2.8488,14.9509,
runs_inca_final_v1,semi_inca_r10_patient10,2,inca,pseudo_label,True,unetpp,efficientnet-b3,unlabeled_r10,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_10/stems.txt,0.05,0.95,0.99,7,35,75,True,0.8197104061917272,0.8520800471305847,0.06576938927173615,0.8542689678761134,0.7476264834403992,0.9325,2.2335,8.7478,
runs_inca_final_v1,semi_inca_r10_patient10_lambda1,0,inca,pseudo_label,True,unetpp,efficientnet-b3,unlabeled_r10,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_10/stems.txt,1.0,0.95,0.99,7,7,47,True,0.7231090915461675,0.7143527865409851,0.0507328100502491,0.7161335220333508,0.5579553246498108,0.6598,5.7181,20.1914,
runs_inca_final_v1,semi_inca_r10_patient10_lambda1,1,inca,pseudo_label,True,unetpp,efficientnet-b3,unlabeled_r10,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_10/stems.txt,1.0,0.95,0.99,7,7,47,True,0.7137955812558807,0.7552246451377869,0.055459652096033096,0.7582359492919534,0.6097259521484375,0.7893,5.1131,20.9555,
runs_inca_final_v1,semi_inca_r10_patient10_lambda1,2,inca,pseudo_label,True,unetpp,efficientnet-b3,unlabeled_r10,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_10/stems.txt,1.0,0.95,0.99,7,14,54,True,0.782493846055015,0.8198331594467163,0.06510655581951141,0.8227058065012952,0.6993280649185181,0.9122,4.0043,19.3748,
runs_inca_final_v1,semi_inca_r10_patient25,0,inca,pseudo_label,True,unetpp,efficientnet-b3,unlabeled_r10,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_25/stems.txt,0.05,0.95,0.99,7,47,87,True,0.8737190691365264,0.8857079148292542,0.05905623361468315,0.887406188281667,0.7995396852493286,0.9598,1.445,6.0922,
runs_inca_final_v1,semi_inca_r10_patient25,1,inca,pseudo_label,True,unetpp,efficientnet-b3,unlabeled_r10,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_25/stems.txt,0.05,0.95,0.99,7,23,63,True,0.8711601436876626,0.8847745656967163,0.04877063259482384,0.88616694253951,0.7965680360794067,0.9624,1.4863,5.7564,
runs_inca_final_v1,semi_inca_r10_patient25,2,inca,pseudo_label,True,unetpp,efficientnet-b3,unlabeled_r10,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_25/stems.txt,0.05,0.95,0.99,7,27,67,True,0.8778026104057337,0.8911386132240295,0.054181504994630814,0.8918691811674451,0.8076932430267334,0.9619,1.3411,5.9528,
runs_inca_final_v1,semi_inca_r10_patient50,0,inca,pseudo_label,True,unetpp,efficientnet-b3,unlabeled_r10,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_50/stems.txt,0.05,0.95,0.99,7,15,55,True,0.883119105224792,0.8946740627288818,0.055814001709222794,0.8960897081007061,0.8136991262435913,0.96,1.3481,5.5702,
runs_inca_final_v1,semi_inca_r10_patient50,1,inca,pseudo_label,True,unetpp,efficientnet-b3,unlabeled_r10,/content/drive/MyDrive/UNM_vertebras_seg_v3/data/inca_dataset/label_fractions/patient_frac_50/stems.txt,0.05,0.95,0.99,7,24,64,True,0.8899287212707321,0.8938360810279846,0.05948000028729439,0.894865455349883,0.8128634691238403,0.9584,1.4254,6.5349,
